Well,Sample description 1,Sample description 2,Sample description 3,Sample description 4,Target,Conc(copies/µL),pg/µL,Status,Status Reason,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Accepted Droplets,Positives,Negatives,Copies/uL linked molecules,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ThresholdSigmaAbove,ThresholdSigmaBelow,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,Fractional Abundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68,TiltCorrected,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Ch3+Ch4+,Ch3+Ch4-,Ch3-Ch4+,Ch3-Ch4-,Ch5+Ch6+,Ch5+Ch6-,Ch5-Ch6+,Ch5-Ch6-
G09,G3_MOI_1pg,,,,1,2.8430118560791,,OK,,DQ,Unknown,Unknown,,FAM,56.860237121582,,,3.70833468437195,2.12437415122986,22147,50,22097,2.84301175525404,0.000635324628092349,,,0.000817151945941546,0.000453497270640804,2,,632.945007324219,,,,,2,0.000317662304145587,,,0.000408575972970773,0.000226748635320402,0.0317561426851026,,,0.0408417363495639,0.0226705490206413,4106.91997802734,516.950173585454,525.055040620361,,,,,3.26312804222107,2.46070790290833,,,0.000727423386597799,0.00054322582998455,,,0.000363711693298899,0.000271612914992275,,,0.0363581573628751,0.0271541280073302,No,50,0,22079,18,0,0,0,0,0,0,0,0
G09,G3_MOI_1pg,,,,2,8949.79296875,,OK,,DQ,Unknown,Unknown,,HEX,178995.859375,,,9582.4794921875,8407.8515625,22147,22129,18,2.84301175525404,,,,,,,,1599.88122558594,,,,,,,,,,,,,,,,5869.35135225155,1451.57386610243,5865.7607984632,,,,,9258.119140625,8664.701171875,,,,,,,,,,,,,No,50,0,22079,18,0,0,0,0,0,0,0,0
H01,Positive_Control,,,,1,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,,,,,,20736,0,20736,0,,,,,,,,,,,,,,,,,,,,,,,,,4649.36557190507,4649.36557190507,,,,,,,,,,,,,,,,,,,No,0,0,0,20736,0,0,0,0,0,0,0,0
H01,Positive_Control,,,,2,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,,,,,,20736,0,20736,0,,,,,,,,,,,,,,,,,,,,,,,,,5676.80120851964,5676.80120851964,,,,,,,,,,,,,,,,,,,No,0,0,0,20736,0,0,0,0,0,0,0,0
H02,NTC,,,,1,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,NTC,Unknown,,FAM,,,,,,21993,0,21993,0,,,,,,,,,,,,,,,,,,,,,,,,,479.191545125586,479.191545125586,,,,,,,,,,,,,,,,,,,No,0,0,0,21993,0,0,0,0,0,0,0,0
H02,NTC,,,,2,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,NTC,Unknown,,HEX,,,,,,21993,0,21993,0,,,,,,,,,,,,,,,,,,,,,,,,,1403.94171319359,1403.94171319359,,,,,,,,,,,,,,,,,,,No,0,0,0,21993,0,0,0,0,0,0,0,0
H03,H2O,,,,1,0.697617053985596,,OK,,DQ,NTC,Unknown,,FAM,13.9523410797119,,,1.17413747310638,0.371723592281342,21643,12,21631,0,,,,,,,,570.192138671875,,,,,,,,,,,,,,,,898.588267008464,490.706483193461,490.932633976892,,,,,0.919249534606934,0.51486212015152,,,,,,,,,,,,,No,0,12,0,21631,0,0,0,0,0,0,0,0
H03,H2O,,,,2,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,NTC,Unknown,,HEX,,,,,,21643,0,21643,0,,,,,,,,,,,,,,,,,,,,,,,,,1437.97459153513,1437.97459153513,,,,,,,,,,,,,,,,,,,No,0,12,0,21631,0,0,0,0,0,0,0,0
H04,H2O,,,,1,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,NTC,Unknown,,FAM,,,,,,22872,0,22872,0,,,,,,,,,,,,,,,,,,,,,,,,,474.496431057834,474.496431057834,,,,,,,,,,,,,,,,,,,No,0,0,0,22872,0,0,0,0,0,0,0,0
H04,H2O,,,,2,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,NTC,Unknown,,HEX,,,,,,22872,0,22872,0,,,,,,,,,,,,,,,,,,,,,,,,,1378.25909168181,1378.25909168181,,,,,,,,,,,,,,,,,,,No,0,0,0,22872,0,0,0,0,0,0,0,0
H05,H2O,,,,1,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,NTC,Unknown,,FAM,,,,,,21144,0,21144,0,,,,,,,,,,,,,,,,,,,,,,,,,463.476776468001,463.476776468001,,,,,,,,,,,,,,,,,,,No,0,0,0,21144,0,0,0,0,0,0,0,0
H05,H2O,,,,2,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,NTC,Unknown,,HEX,,,,,,21144,0,21144,0,,,,,,,,,,,,,,,,,,,,,,,,,1362.81480769122,1362.81480769122,,,,,,,,,,,,,,,,,,,No,0,0,0,21144,0,0,0,0,0,0,0,0
H06,H2O,,,,1,1.96720945835114,,OK,,DQ,NTC,Unknown,,FAM,39.3441886901855,,,2.69557619094849,1.38380765914917,22397,35,22362,0,,,,,,,,559.351379394531,,,,,,,,,,,,,,,,673.150155203683,483.921874800753,484.217583592738,,,,,2.31792068481445,1.65388011932373,,,,,,,,,,,,,No,0,35,0,22362,0,0,0,0,0,0,0,0
H06,H2O,,,,2,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,NTC,Unknown,,HEX,,,,,,22397,0,22397,0,,,,,,,,,,,,,,,,,,,,,,,,,1417.55512475011,1417.55512475011,,,,,,,,,,,,,,,,,,,No,0,35,0,22362,0,0,0,0,0,0,0,0
H07,H2O,,,,1,0.574788868427277,,OK,,DQ,NTC,Unknown,,FAM,11.495777130127,,,1.04145526885986,0.274077653884888,19700,9,19691,0,,,,,,,,578.373718261719,,,,,,,,,,,,,,,,989.670274522569,491.765539426485,491.993008594803,,,,,0.789188504219055,0.403282731771469,,,,,,,,,,,,,No,0,9,0,19691,0,0,0,0,0,0,0,0
H07,H2O,,,,2,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,NTC,Unknown,,HEX,,,,,,19700,0,19700,0,,,,,,,,,,,,,,,,,,,,,,,,,1459.54797111085,1459.54797111085,,,,,,,,,,,,,,,,,,,No,0,9,0,19691,0,0,0,0,0,0,0,0
H08,H2O,,,,1,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,NTC,Unknown,,FAM,,,,,,21341,0,21341,0,,,,,,,,,,,,,,,,,,,,,,,,,469.576847729031,469.576847729031,,,,,,,,,,,,,,,,,,,No,0,0,0,21341,0,0,0,0,0,0,0,0
H08,H2O,,,,2,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,NTC,Unknown,,HEX,,,,,,21341,0,21341,0,,,,,,,,,,,,,,,,,,,,,,,,,1391.53464465407,1391.53464465407,,,,,,,,,,,,,,,,,,,No,0,0,0,21341,0,0,0,0,0,0,0,0
H09,H2O,,,,1,0.114174611866474,,OK,,DQ,NTC,Unknown,,FAM,2.28349232673645,,,0.365737825632095,0.0172967873513699,22035,2,22033,0,,,,,,,,572.662475585938,,,,,,,,,,,,,,,,2478.95208740234,484.973339436258,485.154322304238,,,,,0.219509869813919,0.049550499767065,,,,,,,,,,,,,No,0,2,0,22033,0,0,0,0,0,0,0,0
H09,H2O,,,,2,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,NTC,Unknown,,HEX,,,,,,22035,0,22035,0,,,,,,,,,,,,,,,,,,,,,,,,,1441.68944700902,1441.68944700902,,,,,,,,,,,,,,,,,,,No,0,2,0,22033,0,0,0,0,0,0,0,0
